reference,country_name,hdi_category,indicator_name,values
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,2.26
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Botswana,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,1.71
,Namibia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,0.02
,Morocco,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,3.49
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,India,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,1.89
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,0.40
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Comoros,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Ghana,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,0.71
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,1.57
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Congo,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,1.11
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,1.20
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Nepal,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,0.11
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,0.32
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Haiti,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,0.63
,Sudan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,0.51
,Kenya,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,0.47
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,1.77
,Togo,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,0.52
,Yemen,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,3.25
,Uganda,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Gambia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Senegal,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,1.40
,Eritrea,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Nigeria,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,0.64
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,0.24
,Guinea,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Rwanda,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Angola,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,0.74
,Benin,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,0.43
,Malawi,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Zambia,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,0.45
,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,1.22
,Burundi,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,0.33
,Ethiopia,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,0.20
,Chad,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Central African Republic,,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Mozambique,,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,0.14
,Mali,,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Niger,,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Guinea-Bissau,,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Burkina Faso,,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Sierra Leone,,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,..
,Iceland,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,0.64
,Norway,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.17
,Australia,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.82
,Canada,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.38
,Ireland,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.78
,Sweden,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,0.98
,Switzerland,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.49
,Japan,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.36
,Netherlands,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.73
,France,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.36
,Finland,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.73
,United States,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.60
,Spain,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.32
,Denmark,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.64
,Austria,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.10
,United Kingdom,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.51
,Belgium,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.74
,Luxembourg,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.37
,New Zealand,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.79
,Italy,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.44
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.18
,Germany,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.32
,Israel,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.43
,Greece,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.17
,Singapore,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.04
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.18
,Slovenia,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.26
,Cyprus,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.58
,Portugal,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.22
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.27
,Barbados,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Czech Republic,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.57
,Kuwait,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.95
,Malta,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.70
,Qatar,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.93
,Hungary,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.17
,Poland,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.35
,Argentina,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.22
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.40
,Chile,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.23
,Bahrain,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.26
,Slovakia,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.98
,Lithuania,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.45
,Estonia,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.66
,Latvia,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.54
,Uruguay,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.91
,Croatia,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.66
,Costa Rica,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.73
,Bahamas,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Seychelles,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Cuba,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.41
,Mexico,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.65
,Bulgaria,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.25
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Tonga,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.29
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Oman,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.61
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.88
,Romania,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.34
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.19
,Panama,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.22
,Malaysia,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.13
,Belarus,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.42
,Mauritius,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.31
,Russian Federation,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.38
,Albania,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.55
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.86
,Brazil,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.62
,Dominica,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.65
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.07
,Colombia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.94
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.35
,Samoa,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Thailand,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.76
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.56
,Belize,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,China,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.11
,Grenada,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Armenia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.71
,Turkey,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.76
,Suriname,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Jordan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.52
,Peru,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.38
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.01
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.90
,Philippines,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.82
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.63
,Fiji,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.97
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.04
,Georgia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.38
,Guyana,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.42
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.22
,Maldives,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.60
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.37
,Algeria,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,5.89
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.96
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.17
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.71
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.68
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.22
,Moldova,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.27
,Egypt,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.78
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.55
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Honduras,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.97
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.06
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.40
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.61
,Gabon,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,0.81
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,South Africa,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.33
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.50
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Botswana,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.30
,Namibia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.85
,Morocco,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.59
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,India,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,2.34
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,0.69
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Comoros,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Ghana,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,0.86
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.69
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Congo,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.33
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.63
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Nepal,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,0.34
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,0.55
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Haiti,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,0.80
,Sudan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,0.59
,Kenya,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,0.63
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.13
,Togo,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,0.86
,Yemen,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,3.31
,Uganda,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Gambia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Senegal,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.81
,Eritrea,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Nigeria,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,1.15
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,0.23
,Guinea,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Rwanda,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Angola,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,0.83
,Benin,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,0.96
,Malawi,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Zambia,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,0.33
